Data Provided By MyFoodData.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Click ""File"" then ""Download as"" or ""Select All and Copy Paste"" to get the data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you have a google account click ""File"" then ""Make a Copy"" to edit your own copy of the data. ",,,,"All Serving Sizes are 100 Grams. See the ""Read Me"" tab for more information. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Name,Food Group,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (mcg)",Vitamin C (mg),Vitamin B-12 (mcg),Vitamin D (mcg),Vitamin E (Alpha-Tocopherol) (mg),Added Sugar (g),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,Trans Fatty Acids (g),Soluble Fiber (g),Insoluble Fiber (g),Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Total sugar alcohols (g),"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)",Manganese (mg),"Selenium, Se (mcg)","Fluoride, F (mcg)",Molybdenum (mcg),Chlorine (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Pantothenic acid (B5) (mg),Vitamin B6 (mg),Biotin (B7) (mcg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Folate DFE (mcg),Choline (mg),Betaine (mg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),Vitamin D2 (ergocalciferol) (mcg),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (IU) (IU),Vitamin K (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)","18:3 n-3 c,c,c (ALA) (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Tryptophan (mg),Threonine (mg),Isoleucine (mg),Leucine (mg),Lysine (mg),Methionine (mg),Cystine (mg),Phenylalanine (mg),Tyrosine (mg),Valine (mg),Arginine (mg),Histidine (mg),Alanine (mg),Aspartic acid (mg),Glutamic acid (mg),Glycine (mg),Proline (mg),Serine (mg),Hydroxyproline (mg),Alcohol (g),Caffeine (mg),Theobromine (mg),Serving Weight 1 (g),Serving Description 1 (g),Serving Weight 2 (g),Serving Description 2 (g),Serving Weight 3 (g),Serving Description 3 (g),Serving Weight 4 (g),Serving Description 4 (g),Serving Weight 5 (g),Serving Description 5 (g),Serving Weight 6 (g),Serving Description 6 (g),Serving Weight 7 (g),Serving Description 7 (g),Serving Weight 8 (g),Serving Description 8 (g),Serving Weight 9 (g),Serving Description 9 (g),200 Calorie Weight (g)
173977,Beef Australian Imported Grass-Fed Round Top Round Cap-Off Steak/roast Boneless Separable Lean And Fat Raw,Meats,129,4.4,22.24,0,0,0,47,1.77,5,2.28,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,72.52,50,156,NULL,0.14,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1846,291,NULL,18,32,NULL,255,1007,974,1841,2001,649,237,867,789,1029,1496,734,1286,2048,3622,991,915,874,112,0,0,0,114,4 oz,763,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,155.039
173978,Beef Australian Imported Wagyu Loin Top Loin Steak/roast Boneless Separable Lean And Fat Aust. Marble Score 4/5 Raw,Meats,289,24.2,17.67,0.12,0,0,63,8.928,4,1.69,NULL,NULL,13,4,0,NULL,NULL,NULL,NULL,0.12,57.21,15,547,NULL,1.028,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,12179,642,NULL,6,8,NULL,190,749,724,1370,1489,483,176,645,587,765,1113,546,956,1523,2695,737,681,650,84,0,0,0,114,4 oz,348,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,69.204
173979,Beef Australian Imported Wagyu Loin Top Loin Steak/roast Separable Lean And Fat Aust. Marble Score 9 Raw,Meats,392,36.98,14.58,0.14,0,0,68,12.765,4,1.54,NULL,NULL,15,4,0,NULL,NULL,NULL,NULL,0.14,47.68,18,1174,NULL,1.302,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,19457,1333,NULL,6,11,NULL,155,611,591,1117,1214,394,144,526,479,624,907,445,780,1242,2197,601,555,530,68,0,0,0,114,4 oz,359,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,51.02
173980,Beef Round Top Round Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Choice Raw,Meats,127,3.66,23.49,0,0,0,62,1.424,13,2.35,307,12,11,3,0,1.65,0,0.24,NULL,0,72.35,19,207,12.688,0.171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220,56,3.76,0.048,0.004,21.8,NULL,NULL,NULL,0.064,0.225,6.635,0.349,0.639,NULL,4,0,4,4,65.1,11.2,3,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1678,247,6,2,10,1,264,1101,1091,2006,2221,633,237,937,869,1173,1586,865,1452,2269,3821,1158,1047,960,161,0,0,0,85,3 oz,344,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,157.48
173981,Beef Round Top Round Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Select Raw,Meats,120,2.85,23.49,0,0,0,63,1.082,13,2.34,314,12,11,3,0,1.62,0,0.21,NULL,0,73.08,17,180,12.503,0.152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219,54,3.52,0.047,0.003,22.6,NULL,NULL,NULL,0.064,0.249,6.13,0.369,0.623,NULL,4,0,4,4,63.9,10.8,3,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1185,225,4,2,9,2,263,1128,1115,2081,2323,649,246,959,901,1191,1643,919,1478,2349,3923,1163,1084,996,161,0,0,0,85,3 oz,344,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,166.667
173982,Beef Round Top Round Roast Boneless Separable Lean And Fat Trimmed To 0 Inch Fat All Grades Raw,Meats,125,3.5,23.45,0,0,0,62,1.353,13,2.33,311,12,11,3,0,1.64,0,0.23,NULL,0,72.51,17,203,12.547,0.173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219,54,3.67,0.048,0.004,22.1,NULL,NULL,NULL,0.063,0.234,6.422,0.356,0.631,NULL,4,0,4,4,64.5,11,3,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1554,244,5,2,9,1,262,1105,1092,2021,2246,635,239,941,874,1172,1597,879,1454,2285,3834,1154,1052,966,160,0,0,0,85,3 oz,758,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,160
173983,Beef Round Top Round Roast Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Choice Raw,Meats,128,3.81,23.46,0,0,0,62,1.488,13,2.35,306,12,11,3,0,1.65,0,0.24,NULL,0,72.24,19,213,12.657,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219,56,3.75,0.048,0.004,21.8,NULL,NULL,NULL,0.064,0.225,6.624,0.349,0.638,NULL,4,0,4,4,65,11.2,3,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1748,253,6,2,10,1,263,1100,1090,2003,2218,632,236,936,868,1172,1584,863,1450,2266,3816,1157,1046,958,160,0,0,0,85,3 oz,770,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,156.25
173984,Beef Round Eye Of Round Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat All Grades Raw,Meats,124,3.48,23.26,0,0,0,60,1.285,13,1.45,317,12,11,3,0,1.83,0,0.24,NULL,0,73.07,23,208,12.364,0.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220,53,3.39,0.042,0.001,22.4,NULL,NULL,NULL,0.063,0.183,6.685,0.354,0.641,NULL,4,0,4,4,64,10.9,3,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1490,251,7,4,10,2,260,1096,1084,2005,2228,629,237,933,867,1163,1584,872,1442,2267,3804,1145,1044,958,159,0,0,0,85,3 oz,140,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,161.29
173985,Beef Round Eye Of Round Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Choice Raw,Meats,127,3.83,23.24,0,0,0,58,1.343,13,1.47,322,12,11,3,0,1.68,0,0.25,NULL,0,72.81,22,223,12.249,0.174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220,52,3.41,0.049,0.001,22.6,NULL,NULL,NULL,0.063,0.182,6.773,0.345,0.645,NULL,4,0,4,4,64.4,11.1,3,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1585,266,7,4,9,2,261,1090,1080,1985,2198,626,234,927,859,1161,1569,855,1437,2245,3780,1146,1036,949,159,0,0,0,85,3 oz,133,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,157.48
173986,Beef Round Eye Of Round Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Select Raw,Meats,120,2.95,23.3,0,0,0,62,1.199,13,1.37,310,11,17,5,0,2.06,0,0.22,NULL,0,73.46,23,185,12.595,0.165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221,50,3.36,0.035,0.002,22.1,NULL,NULL,NULL,0.063,0.184,6.552,0.366,0.635,NULL,4,0,4,4,63.4,10.7,5,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1346,228,6,4,11,2,261,1119,1105,2064,2304,644,244,951,893,1181,1630,911,1466,2330,3891,1153,1075,987,159,0,0,0,85,3 oz,151,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,166.667
173987,Beef Loin Tenderloin Roast Boneless Separable Lean And Fat Trimmed To 0 Inch Fat All Grades Raw,Meats,149,6.93,21.67,0,0,0,61,2.479,14,2.48,284,12,15,5,0,3.47,0.1,0.19,NULL,0,71.5,28,413,11.935,0.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211,44,3.2,0.062,0.007,20.1,NULL,NULL,NULL,0.053,0.312,4.705,0.361,0.607,NULL,3,0,3,3,56,9.5,5,0,0,0,0,NULL,0.1,2,1.5,NULL,NULL,2695,463,14,3,10,1,242,1021,1009,1867,2075,586,221,869,807,1083,1475,812,1343,2111,3542,1066,972,892,148,0,0,0,85,3 oz,644,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,134.228
173988,Beef Loin Tenderloin Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat All Grades Raw,Meats,147,6.67,21.72,0,0,0,61,2.363,14,2.49,285,12,11,3,0,3.48,0.1,0.18,NULL,0,71.7,27,402,11.976,0.333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212,44,3.22,0.063,0.007,20.2,NULL,NULL,NULL,0.053,0.313,4.717,0.362,0.609,NULL,3,0,3,3,56.1,9.5,3,0,0,0,0,NULL,0.1,2,1.5,NULL,NULL,2578,454,13,3,10,1,243,1024,1012,1872,2081,588,221,871,809,1086,1479,814,1347,2116,3552,1069,975,894,148,0,0,0,85,3 oz,170,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,136.054
173989,Beef Loin Tenderloin Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Choice Raw,Meats,150,7.1,21.57,0,0,0,60,2.548,14,2.53,280,12,11,3,0,3.36,0.1,0.18,NULL,0,71.3,27,431,11.897,0.357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209,44,3.22,0.061,0.007,19.3,NULL,NULL,NULL,0.05,0.302,4.473,0.359,0.603,NULL,3,0,3,3,54.4,9.6,3,0,0,0,0,NULL,0.1,2,1.5,NULL,NULL,2813,485,14,3,10,0,242,1011,1002,1842,2040,581,217,861,798,1077,1456,794,1333,2083,3509,1064,962,881,147,0,0,0,85,3 oz,168,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,133.333
173990,Beef Loin Tenderloin Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Select Raw,Meats,142,6.02,21.95,0,0,0,62,2.087,14,2.47,295,12,12,4,0,3.67,0,0.18,NULL,0,72.31,26,358,12.136,0.297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219,42,3.33,0.067,0.008,21.3,NULL,NULL,NULL,0.057,0.33,5.082,0.377,0.616,NULL,4,0,4,4,58.7,9.5,4,0,0,0,0,NULL,0,2,1.5,NULL,NULL,2224,407,12,3,9,2,246,1054,1041,1944,2171,606,230,896,841,1113,1535,859,1381,2195,3665,1087,1013,930,150,0,0,0,85,3 oz,172,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,140.845
173991,Beef Loin Tenderloin Roast Boneless Separable Lean And Fat Trimmed To 0 Inch Fat All Grades Cooked Roasted,Meats,183,8.14,27.31,0,0,0,84,3.245,13,3.2,346,18,20,6,0,4.06,0.1,0.1,NULL,0,64.35,32,530,14.837,0.446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,254,56,4.16,0.091,0.009,24.9,NULL,NULL,NULL,0.061,0.391,5.556,0.353,0.681,NULL,7,0,7,7,64.4,9.2,6,0,0,0,0,NULL,0.1,2,1.6,NULL,NULL,3550,590,16,3,11,2,306,1287,1272,2354,2616,739,278,1095,1018,1365,1860,1024,1693,2661,4465,1344,1225,1124,187,0,0,0,85,3 oz,481,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,109.29
173992,Beef Round Top Round Roast Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Select Cooked Roasted,Meats,157,3.72,30.97,0,0,0,78,1.421,17,2.88,387,15,14,4,0,2,0,0.26,NULL,0,65.14,20,231,16.347,0.201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,269,67,4.34,0.058,0.003,27.8,NULL,NULL,NULL,0.078,0.306,7.555,0.455,0.768,NULL,5,0,5,5,78.7,13.3,4,0,0,0,0,NULL,0,1,1.9,NULL,NULL,1558,285,5,2,11,2,347,1487,1469,2744,3063,856,325,1264,1187,1570,2166,1212,1949,3097,5172,1533,1429,1312,212,0,0,0,85,3 oz,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,127.389
173993,Beef Round Eye Of Round Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat All Grades Cooked Grilled,Meats,159,4.47,29.66,0,0,0,78,1.669,17,1.88,411,15,14,4,0,2.38,0,0.31,NULL,0,65.06,29,270,15.828,0.221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,286,68,4.41,0.055,0.002,29.1,NULL,NULL,NULL,0.082,0.238,8.682,0.459,0.832,NULL,5,0,5,5,83.1,14.2,4,0,0,0,0,NULL,0,1,1.6,NULL,NULL,1935,326,9,5,13,2,332,1398,1382,2556,2841,803,302,1190,1105,1482,2020,1112,1839,2890,4849,1459,1331,1221,203,0,0,0,85,3 oz,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,125.786
173994,Beef Round Eye Of Round Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Choice Cooked Grilled,Meats,163,4.83,29.79,0,0,0,76,1.744,17,1.91,419,16,14,4,0,2.18,0,0.33,NULL,0,64.5,29,290,15.696,0.225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,286,67,4.43,0.063,0.001,29.4,NULL,NULL,NULL,0.082,0.237,8.797,0.449,0.837,NULL,5,0,5,5,83.7,14.4,4,0,0,0,0,NULL,0,1,1.6,NULL,NULL,2059,346,10,5,12,2,334,1397,1384,2544,2817,803,300,1188,1102,1488,2011,1096,1841,2877,4846,1469,1328,1217,204,0,0,0,85,3 oz,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,122.699
173995,Beef Round Eye Of Round Steak Boneless Separable Lean And Fat Trimmed To 0 Inch Fat Select Cooked Grilled,Meats,154,3.98,29.47,0,0,0,81,1.557,16,1.78,402,15,22,7,0,2.67,0,0.28,NULL,0,65.92,31,241,15.975,0.215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,287,65,4.36,0.046,0.002,28.7,NULL,NULL,NULL,0.082,0.239,8.509,0.475,0.824,NULL,5,0,5,5,82.3,13.9,7,0,0,0,0,NULL,0,1,1.6,NULL,NULL,1748,296,8,5,15,3,330,1415,1398,2611,2914,814,309,1203,1130,1494,2061,1153,1855,2947,4921,1459,1360,1249,201,0,0,0,85,3 oz,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,129.87
173996,Beef Round Top Round Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Raw,Meats,124,3.26,23.59,0,0,0,61,1.253,13,2.35,309,12,6,2,0,1.66,0,0.24,NULL,0,72.66,17,191,12.732,0.144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221,56,3.78,0.048,0.004,21.9,NULL,NULL,NULL,0.064,0.227,6.667,0.35,0.641,NULL,4,0,4,4,65.4,11.3,2,0,0,0,0,NULL,0,1,1.6,NULL,NULL,1484,232,5,2,9,1,279,1159,1153,2113,2353,655,245,982,919,1220,1646,902,1471,2371,4021,1060,1029,997,119,0,0,0,85,3 oz,770,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,161.29
173997,Beef Round Top Round Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat Select Raw,Meats,116,2.45,23.59,0,0,0,63,0.92,13,2.34,316,12,7,2,0,1.63,0,0.21,NULL,0,73.4,16,164,12.547,0.128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220,55,3.54,0.047,0.003,22.7,NULL,NULL,NULL,0.064,0.25,6.155,0.37,0.626,NULL,4,0,4,4,64.1,10.8,2,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1003,210,3,2,9,2,308,1313,1302,2426,2721,745,284,1112,1053,1373,1893,1065,1668,2721,4567,1207,1195,1148,119,0,0,0,85,3 oz,740,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,172.414
173998,Beef Round Eye Of Round Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat All Grades Raw,Meats,121,3.04,23.37,0,0,0,60,1.086,13,1.45,319,12,4,1,0,1.84,0,0.24,NULL,0,73.43,22,187,12.45,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222,53,3.42,0.042,0.001,22.6,NULL,NULL,NULL,0.063,0.184,6.72,0.355,0.644,NULL,4,0,4,4,64.2,11,1,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1266,233,6,4,10,2,287,1201,1192,2198,2457,679,256,1018,954,1259,1714,948,1525,2468,4167,1101,1073,1037,118,0,0,0,85,3 oz,675,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,165.289
173999,Beef Round Eye Of Round Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Raw,Meats,124,3.38,23.35,0,0,0,58,1.137,13,1.47,324,12,6,2,0,1.68,0,0.27,NULL,0,73.18,22,203,12.298,0.142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221,52,3.43,0.049,0.001,22.8,NULL,NULL,NULL,0.063,0.183,6.81,0.354,0.648,NULL,4,0,4,4,64.2,11,2,0,0,0,0,NULL,0,1,1.5,NULL,NULL,1353,248,7,4,9,2,276,1147,1141,2091,2329,648,243,972,909,1208,1629,893,1456,2347,3980,1049,1018,987,118,0,0,0,85,3 oz,658,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,161.29
174000,Beef Loin Tenderloin Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Raw,Meats,143,6.16,21.78,0,0,0,60,2.123,13,2.55,284,12,6,2,0,3.4,0.1,0.24,NULL,0,72.04,24,390,12.039,0.292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212,45,3.27,0.062,0.007,19.5,NULL,NULL,NULL,0.053,0.307,4.508,0.351,0.61,NULL,3,0,3,3,55,9.4,2,0,0,0,0,NULL,0.1,3,1.5,NULL,NULL,2338,450,12,3,9,0,258,1070,1064,1950,2172,604,227,907,848,1126,1520,833,1358,2189,3712,979,950,920,110,0,0,0,85,3 oz,625,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,139.86
174001,Beef Loin Tenderloin Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat Select Raw,Meats,135,5.1,22.16,0,0,0,62,1.706,14,2.48,298,13,7,2,0,3.72,0.1,0.18,NULL,0,73.04,25,322,12.261,0.239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222,42,3.37,0.068,0.008,21.5,NULL,NULL,NULL,0.057,0.335,5.125,0.371,0.622,NULL,4,0,4,4,58.3,9.4,2,0,0,0,0,NULL,0.1,2,1.5,NULL,NULL,1799,375,11,3,9,2,289,1234,1223,2279,2557,700,267,1045,989,1290,1779,1001,1568,2557,4291,1134,1123,1078,112,0,0,0,85,3 oz,673,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,148.148
174002,Beef Loin Top Loin Steak Boneless Lip Off Separable Lean Only Trimmed To 0 Inch Fat All Grades Raw,Meats,143,5.67,23.07,0,0,0,60,2.345,15,1.84,284,12,7,2,0,1.78,0.1,0.22,NULL,0,70.63,19,337,12.46,0.299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207,46,3.72,0.044,0.002,21.5,NULL,NULL,NULL,0.056,0.211,6.742,0.372,0.578,NULL,4,0,4,4,58.3,9.9,2,0,0,0,0,NULL,0.1,2,1.5,NULL,NULL,2711,381,9,2,8,0,283,1186,1176,2170,2425,670,253,1005,942,1243,1692,936,1506,2436,4113,1087,1059,1024,117,0,0,0,85,3 oz,267,1 steak,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,139.86
174003,Beef Loin Top Loin Steak Boneless Lip Off Separable Lean Only Trimmed To 0 Inch Fat Choice Raw,Meats,149,6.34,22.93,0,0,0,58,2.515,15,1.93,283,11,6,2,0,1.71,0.1,0.24,NULL,0,69.94,20,345,12.365,0.307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205,46,3.79,0.042,0.002,21,NULL,NULL,NULL,0.053,0.205,6.947,0.36,0.589,NULL,4,0,4,4,56.3,10,2,0,0,0,0,NULL,0.1,3,1.5,NULL,NULL,2948,393,9,3,8,0,271,1126,1120,2053,2286,636,239,954,893,1185,1599,876,1429,2304,3907,1030,999,969,116,0,0,0,85,3 oz,266,1 steak,28,1 oz,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,134.228
174004,Beef Loin Tenderloin Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat All Grades Cooked Roasted,Meats,177,7.49,27.51,0,0,0,84,2.99,13,3.22,350,18,5,2,0,4.09,0.1,0.28,NULL,0,64.79,31,506,14.888,0.404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255,56,4.19,0.091,0.009,25.1,NULL,NULL,NULL,0.069,0.395,5.586,0.459,0.686,NULL,7,0,7,7,72,12.3,2,0,0,0,0,NULL,0.1,3,1.6,NULL,NULL,3275,569,15,3,11,2,337,1413,1402,2587,2891,799,302,1198,1123,1482,2017,1116,1795,2904,4903,1296,1262,1220,139,0,0,0,85,3 oz,481,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,112.994
174005,Beef Loin Tenderloin Roast Boneless Separable Lean Only Trimmed To 0 Inch Fat Choice Cooked Roasted,Meats,183,8.13,27.48,0,0,0,82,3.252,14,3.25,350,18,4,1,0,4.01,0.1,0.3,NULL,0,64.17,30,531,14.786,0.423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,253,56,4.46,0.086,0.009,24.8,NULL,NULL,NULL,0.065,0.392,5.47,0.444,0.696,NULL,7,0,7,7,69.5,12.3,1,0,0,0,0,NULL,0.1,3,1.6,NULL,NULL,3636,594,16,3,10,1,325,1349,1343,2461,2740,762,286,1144,1070,1421,1917,1050,1713,2762,4683,1235,1198,1161,139,0,0,0,85,3 oz,478,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,109.29
174006,Beef Loin Tenderloin Roast Separable Lean Only Boneless Trimmed To 0 Inch Fat Select Cooked Roasted,Meats,169,6.54,27.55,0,0,0,85,2.595,13,3.04,352,14,6,2,0,4.21,0.1,0.25,NULL,0,65.71,28,470,15.118,0.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,259,54,3.7,0.097,0.009,25.4,NULL,NULL,NULL,0.074,0.4,5.76,0.481,0.669,NULL,7,0,7,7,75.6,12.2,2,0,0,0,0,NULL,0.1,3,1.6,NULL,NULL,2734,532,13,2,11,2,359,1534,1520,2833,3178,871,332,1299,1230,1603,2211,1244,1948,3178,5334,1409,1396,1340,139,0,0,0,85,3 oz,487,1 roast,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,NULL,NULL,NULL,118.343
